session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
5666,12,12,68,110,88,2,751,110,68,751,127
5667,12,12,12,970,12,970,585,88,2,585,127
5668,485,485,12,970,970,12,585,12,98,582,127
5669,5,12,970,12,970,585,12,585,12,970,127
5670,485,485,485,999,485,485,485,485,12,12,127
5671,12,12,12,485,970,12,585,12,485,485,127
5672,485,485,999,485,485,485,485,485,485,485,127
5673,485,999,485,12,400,32,290,56,1607,178,127
5674,56,307,56,32,32,32,12,12,258,12,127
5675,12,68,290,12,12,12,12,12,12,12,127
5676,12,400,290,32,56,56,178,209,2,88,127
5677,2,2,88,88,2,230,230,230,230,230,127
5678,230,230,230,230,230,88,2,139,88,139,127
5679,2,32,32,32,32,62,2,88,62,62,127
5680,62,32,12,258,12,12,2,12,592,12,127
5681,290,12,12,12,592,68,68,592,1322,592,127
5682,62,62,62,2,88,62,62,62,12,12,127
5683,12,148,12,12,111,12,12,111,12,12,127
5684,148,12,12,12,12,12,1428,1428,5,1428,127
5685,6,10,1428,6,10,6,1428,5,6,1428,127
5686,6,569,290,12,569,569,569,569,12,12,127
5687,12,569,569,569,12,62,400,290,32,56,127
5688,56,178,56,307,32,32,32,12,12,68,127
5689,290,110,12,12,862,232,1260,12,12,1260,127
5690,759,862,862,862,759,862,1260,862,862,12,127
5691,12,1021,1021,985,12,199,985,199,404,199,127
5692,342,3,204,2949,748,532,199,5,582,199,127
5693,2063,98,404,199,532,1300,342,44,771,18,127
5694,771,17,771,199,771,771,771,3784,199,771,127
5695,771,771,771,199,771,404,5,5,193,98,127
5696,582,532,771,771,771,980,3512,3,2,199,127
5697,199,404,532,3,199,2,199,199,199,199,127
5698,199,3,404,199,2,199,3,128,3,2,127
5699,3,532,404,199,532,294,40,88,2,426,127
5700,426,294,76,40,342,856,342,538,425,40,127
5701,342,522,294,76,426,40,294,294,426,76,127
5702,40,76,856,1498,342,425,426,3,2,40,127
5703,294,12,426,294,40,40,426,294,342,76,127
5704,425,2,3,294,76,342,40,425,893,1943,127
5705,76,40,76,893,3,2,40,76,40,294,127
5706,76,40,426,294,76,645,893,2237,342,425,127
5707,1943,40,76,294,426,294,40,426,18,856,127
5708,22,342,294,76,17,5,1937,1937,425,582,127
5709,40,210,294,3,426,1937,210,2,22,425,127
5710,76,294,342,40,98,76,645,473,22,899,127
5711,40,20,294,76,294,426,40,76,425,40,127
5712,294,76,342,76,98,40,294,426,40,426,127
5713,342,425,98,76,76,40,76,294,426,426,127
5714,294,426,294,40,76,342,425,76,40,522,127
5715,76,76,426,40,522,294,294,342,40,425,127
5716,76,76,40,40,294,76,342,426,76,582,127
5717,5,425,18,294,856,17,294,76,426,40,127
5718,76,40,22,342,473,899,20,40,76,20,127
5719,40,342,294,294,76,98,425,40,61,61,127
5720,41,2,553,61,783,2,88,783,783,12,127
5721,12,12,543,12,12,12,17,5,18,783,127
5722,783,783,783,783,783,783,783,783,783,543,127
5723,3,2,17,18,1593,5,3454,543,4238,4747,127
5724,2252,783,3726,926,543,4371,926,543,926,543,127
5725,926,44,543,32,290,17,44,5,543,56,127
5726,2252,56,178,3,5,2,926,1593,783,771,127
5727,2,2,2,6,3,2,6,3,2,2,127
5728,6,3,6,3,2,2,139,2,6,32,127
5729,32,3,2,32,32,32,2,12,290,12,127
5730,290,98,5,68,582,98,12,110,110,6,127
5731,2,3,2,1097,1097,12,12,12,12,12,127
5732,12,12,12,12,12,12,12,12,12,12,127
5733,1097,102,181,40,1097,180,40,40,1097,40,127
5734,1097,102,40,40,40,1097,102,1097,1097,40,127
5735,180,181,40,40,400,290,290,32,56,178,127
5736,56,250,56,56,56,56,56,56,56,56,127
5737,56,56,56,56,56,307,56,32,32,32,127
5738,12,12,258,12,68,12,290,12,12,12,127
5739,79,22,100,302,302,6,100,233,79,102,127
5740,12,302,44,6,17,12,100,79,18,22,127
5741,5,102,6,17,79,233,100,18,5,12,127
5742,10,12,10,40,40,10,6,12,12,12,127
5743,20,12,20,12,12,12,12,12,342,405,127
5744,20,405,79,79,233,100,2,2,2,405,127
5745,62,62,2,405,62,62,62,62,782,782,127
5746,782,782,782,782,531,2077,22,203,12,782,127
5747,782,782,782,151,20,151,22,782,2077,782,127
5748,2077,203,62,945,62,945,945,945,12,12,127
5749,12,12,12,342,405,12,148,12,945,945,127
5750,945,148,945,62,31,945,62,12,62,62,127
5751,62,62,62,62,62,62,62,62,62,12,127
5752,12,12,111,12,12,12,111,12,12,12,127
5753,12,62,62,12,12,342,12,111,12,405,127
5754,12,62,31,12,12,12,12,12,12,945,127
5755,12,12,12,12,12,12,62,12,12,12,127
5756,12,12,12,2,12,12,2,2,12,12,127
5757,12,12,12,945,12,782,782,782,31,2077,127
5758,531,203,12,12,12,342,12,12,111,12,127
5759,12,12,111,12,12,12,12,12,12,12,127
5760,342,12,12,405,12,12,342,12,12,62,127
5761,62,12,405,12,12,342,62,62,12,12,127
5762,12,400,290,1156,68,68,68,32,143,56,127
5763,178,56,143,2,2,6,3,3,2,6,127
5764,192,2,6,2,3,3,6,2,56,56,127
5765,307,307,32,32,32,32,32,12,258,12,127
5766,12,290,12,290,12,12,12,12,12,12,127
5767,68,98,5,68,582,100,22,302,6,102,127
5768,79,100,44,302,79,100,233,17,5,79,127
5769,100,18,22,100,6,40,20,10,20,10,127
5770,302,100,233,79,302,79,233,12,12,12,127
5771,12,12,323,323,323,323,323,323,323,323,127
5772,323,323,12,12,12,302,100,102,79,233,127
5773,17,18,5,302,100,40,400,20,290,32,127
5774,56,10,6,178,250,6,56,2,2,6,127
5775,3,6,2,2,3,2,2,6,3,2,127
5776,2,3,6,2,2,2,2,1337,1337,2,127
5777,2,2,855,2,2,2,2,2,62,62,127
5778,62,62,62,62,62,62,2,2,139,32,127
5779,32,32,32,32,2,12,12,2,258,290,127
5780,12,12,12,290,12,12,68,12,68,12,127
5781,5,98,582,12,12,12,12,323,323,405,127
5782,342,405,405,12,12,323,323,12,12,342,127
5783,323,323,323,323,323,323,405,290,12,323,127
5784,323,323,12,12,12,12,12,12,751,12,127
5785,12,12,12,12,12,400,290,32,56,178,127
5786,56,148,12,56,135,135,676,746,453,135,127
5787,135,44,135,568,135,22,46,22,20,46,127
5788,20,151,22,5,135,135,135,676,135,135,127
5789,135,135,135,135,135,135,135,135,135,135,127
5790,135,135,746,250,135,250,250,568,46,135,127
5791,135,458,135,5,5,135,110,135,135,135,127
5792,135,135,135,135,135,135,135,135,135,135,127
5793,135,135,135,135,135,135,135,135,135,135,127
5794,135,135,135,135,135,135,135,746,178,56,127
5795,56,56,56,56,475,592,263,1322,263,592,127
5796,592,250,475,5,18,22,6,17,423,301,127
5797,20,6,244,581,2449,1363,581,475,592,1322,127
5798,263,475,581,5,475,1268,1268,1268,1268,22,127
5799,1268,18,126,5,10,17,6,22,20,10,127
5800,1268,1268,22,2,2,6,3,2,3,6,127
5801,2,2,61,43,81,60,61,61,553,61,127
5802,61,41,43,2,2,6,3,6,3,2,127
5803,139,2,32,32,32,32,32,32,32,32,127
5804,12,12,57,57,258,57,12,68,12,68,127
5805,12,12,12,12,302,22,100,302,233,102,127
5806,79,44,100,302,22,100,102,233,5,100,127
5807,6,17,79,18,22,100,233,6,10,6,127
5808,79,40,17,100,5,18,79,12,20,40,127
5809,20,12,57,20,20,79,79,10,100,57,127
5810,32,56,56,178,250,56,56,475,676,475,127
5811,110,475,746,1496,475,1496,178,56,56,56,127
5812,56,56,56,56,307,32,32,32,68,110,127
5813,12,110,57,12,12,543,12,12,103,12,127
5814,12,12,12,3205,12,12,148,148,12,12,127
5815,1001,1222,1109,12,157,2,1222,3,157,157,127
5816,31,1356,3,179,2,3392,350,212,12,1307,127
5817,4076,2689,12,12,2689,1413,1307,1413,1307,106,127
5818,5,5,211,486,1413,1307,106,106,1307,1413,127
5819,1413,1307,106,61,61,2985,2985,61,62,61,127
5820,62,62,41,62,12,12,405,405,405,1021,127
5821,12,1021,985,199,985,404,748,199,12,1880,127
5822,1726,3438,3071,4724,406,532,12,1284,2673,406,127
5823,12,400,12,57,32,56,178,56,307,32,127
5824,32,32,68,12,57,110,5,12,5,199,127
5825,516,244,3070,404,3,1300,199,532,193,204,127
5826,1028,516,3,532,199,862,1260,12,12,12,127
5827,1413,1307,13,106,38,38,19,516,12,12,127
5828,12,12,12,150,2520,1109,12,57,32,2192,127
5829,645,1476,13,98,1028,38,2192,56,538,56,127
5830,425,19,178,2192,199,853,199,853,3,199,127
5831,2430,404,2091,2383,2169,2,17,199,18,532,127
5832,5,4473,516,4098,6,10,1028,961,6,10,127
5833,98,199,5,404,56,61,61,3664,41,61,127
5834,61,3174,41,3174,3633,722,3402,817,5,817,127
5835,2835,210,817,1060,2835,1060,3279,1060,1368,3279,127
5836,1368,1368,1060,817,817,817,817,817,817,726,127
5837,726,192,56,56,307,32,32,32,32,32,127
5838,43,32,12,61,12,61,57,61,258,61,127
5839,553,2,57,61,258,61,12,57,68,41,127
5840,68,12,12,2,6,3,148,148,6,2,127
5841,3,12,2,2,62,62,68,62,62,12,127
5842,12,62,2,2,2,2,101,84,146,31,127
5843,172,44,270,1543,146,172,122,101,146,101,127
5844,17,31,18,5,6,5,126,22,1789,6,127
5845,1789,1645,2335,1790,101,6,22,10,10,146,127
5846,101,1789,20,12,20,62,111,111,62,111,127
5847,12,111,111,62,62,22,111,111,1789,62,127
5848,62,62,2479,62,62,12,62,62,62,62,127
5849,62,62,62,62,62,12,111,111,111,62,127
5850,62,2273,2273,3149,4578,3149,2273,62,62,62,127
5851,62,62,62,12,111,111,62,62,12,12,127
5852,400,57,68,1156,143,68,143,68,32,68,127
5853,143,56,68,178,56,250,2,2,6,3,127
5854,2,139,2,3,6,32,32,32,32,32,127
5855,658,32,658,12,57,12,57,258,258,68,127
5856,12,12,68,148,12,57,12,12,43,139,127
5857,2,32,32,32,658,32,32,32,658,32,127
5858,658,2,658,2,12,68,258,57,57,57,127
5859,68,12,2,2,2,62,62,62,62,79,127
5860,22,100,44,302,100,233,102,302,100,79,127
5861,302,100,233,79,6,6,17,22,5,18,127
5862,100,79,10,100,40,6,20,6,10,100,127
5863,233,20,79,12,12,100,62,62,62,62,127
5864,62,62,79,4272,4204,100,79,233,302,12,127
5865,405,79,100,12,79,405,148,405,148,302,127
5866,100,79,233,102,5,17,18,79,40,20,127
5867,6,302,5,18,79,102,17,100,40,233,127
5868,100,20,100,62,62,79,2,139,12,32,127
5869,32,12,57,258,258,79,6,111,111,111,127
5870,111,79,62,12,12,111,111,12,111,111,127
5871,12,12,111,111,62,62,62,62,62,12,127
5872,111,111,111,62,61,57,61,61,57,12,127
5873,61,553,2798,3,61,1457,2,18,3,2798,127
5874,10,106,17,6,1457,5,106,1457,4256,3170,127
5875,246,240,1784,41,3167,18,17,10,6,3,127
5876,2,5,3167,3,1457,204,1457,18,3,6,127
5877,2,17,1457,3,5,61,553,41,61,62,127
5878,61,553,61,2,722,722,2,2,432,5,127
5879,2,432,1575,432,432,432,432,5,432,432,127
5880,62,432,323,323,12,12,432,5,57,57,127
5881,357,510,12,432,432,432,432,432,432,432,127
5882,5,432,432,12,32,57,12,56,178,56,127
5883,56,56,624,624,1133,624,933,933,676,453,127
5884,746,933,933,1487,933,44,624,568,1133,5,127
5885,568,624,568,22,46,46,17,5,22,6,127
5886,46,18,5,20,151,6,151,151,20,6,127
5887,22,178,56,56,307,32,32,658,2,139,127
5888,32,32,2,658,2,937,32,41,41,68,127
5889,68,110,2,2,110,41,41,1106,165,82,127
5890,309,82,82,45,309,97,45,309,99,97,127
5891,41,186,804,214,159,95,45,57,68,32,127
5892,12,12,57,56,178,56,249,97,56,309,127
5893,41,45,1106,95,309,4082,156,470,228,82,127
5894,60,60,60,60,267,2,2,6,3,3812,127
5895,6,3,2,2,43,2,2,3646,2,2,127
5896,44,1224,130,904,2,22,17,5,18,22,127
5897,53,3,904,106,246,240,3170,20,53,904,127
5898,20,130,18,904,17,5,53,6,10,20,127
5899,6,904,6,904,53,18,10,17,6,53,127
5900,5,53,53,130,18,17,20,904,5,6,127
5901,904,53,18,130,53,17,6,20,5,904,127
5902,53,18,53,130,20,17,5,20,17,130,127
5903,904,53,18,6,53,5,53,130,904,5,127
5904,18,53,20,17,6,904,53,130,18,17,127
5905,20,53,5,2,20,6,2,575,575,575,127
5906,575,575,2,53,556,1162,220,93,2308,1219,127
5907,1825,1969,43,43,2,2,6,3,2,25,127
5908,3,6,25,2,25,25,25,2,25,25,127
5909,2,25,25,2,2,25,2,25,25,25,127
5910,25,25,25,25,25,25,25,25,25,25,127
5911,25,25,25,25,25,25,25,25,25,25,127
5912,25,25,25,25,25,25,25,25,25,25,127
5913,25,25,25,25,25,25,25,25,25,25,127
5914,1162,556,2,62,2,62,62,62,61,61,127
5915,61,553,61,61,61,61,61,61,2654,1138,127
5916,886,965,1083,2919,2654,61,1138,886,965,1083,127
5917,4195,61,965,886,1138,1083,41,1138,4216,886,127
5918,965,61,4312,3376,1080,886,3433,4064,61,722,127
5919,61,61,61,722,612,886,2761,4900,61,62,127
5920,62,62,62,62,62,2,2,2,139,2,127
5921,32,32,32,32,32,12,12,57,57,258,127
5922,68,12,57,1021,3586,985,4464,12,68,12,127
5923,302,100,22,79,102,44,233,302,6,79,127
5924,100,6,17,22,5,100,79,18,302,102,127
5925,100,79,233,18,5,17,10,40,100,40,127
5926,20,20,10,1135,100,525,20,6,525,697,127
5927,20,79,79,10,6,79,525,12,79,79,127
5928,697,79,79,525,79,697,12,697,697,697,127
5929,697,697,79,196,196,68,196,12,68,68,127
5930,68,525,12,196,12,12,148,103,148,12,127
5931,209,12,32,258,196,57,57,12,103,196,127
5932,12,12,103,263,263,263,263,12,263,263,127
5933,263,263,263,263,263,263,263,263,62,62,127
5934,62,62,62,62,62,2236,31,102,2236,40,127
5935,102,3067,1971,62,1025,2236,1025,40,62,31,127
5936,12,12,12,1025,1025,102,1971,40,62,62,127
5937,4035,2,3,40,40,40,1025,263,12,68,127
5938,12,400,68,57,12,32,56,178,250,56,127
5939,56,475,475,453,676,192,475,475,44,746,127
5940,1363,244,758,581,2449,581,1363,5,475,5,127
5941,110,475,475,475,475,746,939,939,939,939,127
5942,939,939,939,939,939,939,939,43,2,2,127
5943,3,6,2,2,62,3,6,62,62,62,127
5944,62,2,2,139,2,32,32,32,32,32,127
5945,32,32,62,2,12,12,57,12,57,2,127
5946,258,68,2,68,68,68,2277,12,2,44,127
5947,18,6,17,5,2277,838,2,838,838,12,127
5948,3,3,323,2,838,12,435,435,22,2538,127
5949,12,17,2277,44,2538,5,22,18,6,10,127
5950,20,2538,22,6,435,20,2,838,3607,1863,127
5951,2834,2834,1863,435,12,435,10,12,12,12,127
5952,103,12,12,263,263,263,103,435,12,12,127
5953,12,263,103,12,62,148,838,838,838,838,127
5954,148,12,323,323,302,22,100,17,100,79,127
5955,102,44,302,233,5,18,40,20,20,10,127
5956,6,17,6,10,79,302,233,102,5,22,127
5957,18,100,100,20,20,10,40,6,100,233,127
5958,79,100,6,100,79,79,100,233,79,100,127
5959,79,79,62,62,62,57,62,62,62,12,127
5960,12,400,12,57,32,56,178,56,56,56,127
5961,56,307,56,32,32,32,110,110,68,57,127
5962,12,1801,1467,3853,1485,2486,2486,3328,4874,2982,127
5963,2982,2486,3304,3304,2737,1783,1467,12,1801,150,127
5964,12,1783,2986,12,4306,688,31,688,306,1384,127
5965,1017,538,31,12,103,688,31,1017,463,259,127
5966,259,306,1008,306,259,259,1384,538,463,306,127
5967,259,1008,636,2018,259,128,675,5,247,2,127
5968,537,3,259,2,306,259,636,463,3,675,127
5969,259,349,3,537,259,463,3,3,259,675,127
5970,1402,2,1939,537,636,259,259,463,3,2,127
5971,675,204,537,306,259,675,2,3,259,636,127
5972,463,204,193,537,334,306,636,463,259,675,127
5973,306,259,3,2,537,306,12,259,306,1008,127
5974,636,675,2,3,259,306,463,537,463,259,127
5975,675,259,347,3,2,537,259,2,128,463,127
5976,3,636,306,259,675,293,537,193,2643,463,127
5977,636,306,259,537,2,3,675,259,259,306,127
5978,259,463,636,306,2,3,306,675,537,12,127
5979,103,3245,2467,3245,12,1400,1091,1091,2467,1400,127
5980,875,875,1091,3,2664,2,2467,1001,12,1001,127
5981,1109,1222,3517,31,1222,12,157,1356,179,3,127
5982,2,4718,882,885,885,857,882,260,260,369,127
5983,369,875,875,875,2,3,875,4850,875,1091,127
5984,875,2,3,875,3859,217,179,157,5,12,127
5985,2,3,179,3,2,157,4344,212,157,2,127
5986,179,3,157,179,3,2,3565,3,2,157,127
5987,179,4803,3,2,2,2,179,3,2,3,127
5988,2,3997,369,369,6,369,1370,179,1370,157,127
5989,6,6,5,3,2,157,179,2,3,157,127
5990,179,2,6,3,3596,764,764,540,540,157,127
5991,179,3,2,3,2,157,179,157,179,3,127
5992,2,157,179,3,2,3,2,179,4466,157,127
5993,157,3,2,179,3768,3,2,157,179,3446,127
5994,369,369,179,5,3,2,157,6,3,179,127
5995,2,157,157,179,3,2,4460,231,157,3,127
5996,2,179,4436,1375,1375,179,2,3,157,4657,127
5997,350,350,350,417,417,12,157,179,3,2,127
5998,4884,2,3,179,157,4457,157,179,3,2,127
5999,3,157,179,2,179,2,3,157,3416,558,127
6000,558,882,157,3,179,2,4740,2,157,179,127
6001,3,212,3492,212,2,3,179,157,3841,2,127
6002,157,179,3,4169,157,179,5,3,2,3,127
6003,2,179,157,157,179,3,2,6,4828,1206,127
6004,2359,217,217,217,822,822,157,3,2,179,127
6005,3921,563,563,857,212,157,179,4868,822,3,127
6006,2,4322,6,563,231,231,2,157,179,3,127
6007,3656,764,1143,179,157,12,157,3775,3,2,127
6008,4032,622,622,157,3,179,217,6,2,4308,127
6009,2314,2314,157,179,3,2,157,179,2,3,127
6010,3366,157,179,2,3,4507,417,417,2050,2050,127
6011,885,2050,884,884,157,179,5,3,2,3980,127
6012,179,3,157,2,179,3,2,6,157,4325,127
6013,157,179,3,2,4462,157,179,3,2,3590,127
6014,157,4731,12,5,12,1001,12,1001,1222,12,127
6015,3414,12,1017,306,12,2851,12,3574,2728,12,127
6016,1109,2520,150,2728,435,12,57,32,2851,56,127
6017,178,56,56,435,2553,435,56,56,56,135,127
6018,135,453,44,751,135,568,435,568,135,5,127
6019,568,2553,751,2553,192,2,2,3,6,3,127
6020,6,2,2,139,32,32,32,32,32,12,127
6021,57,68,12,57,68,143,110,110,68,12,127
6022,143,43,143,12,1091,1400,57,1400,875,22,127
6023,1091,5,3,2,2664,875,4778,20,884,857,127
6024,884,231,231,875,875,20,12,196,12,57,127
6025,32,103,57,56,250,56,178,56,307,32,127
6026,32,258,103,103,57,68,1496,196,196,435,127
6027,435,435,435,435,12,435,435,12,12,435,127
6028,12,196,302,22,100,79,44,302,233,102,127
6029,100,102,22,302,6,12,79,79,18,100,127
6030,6,17,5,6,10,79,17,233,5,100,127
6031,18,79,6,40,40,20,20,10,100,233,127
6032,20,20,100,100,435,79,100,79,103,103,127
6033,79,32,12,57,12,178,56,56,79,100,127
6034,100,79,79,100,79,100,100,233,79,79,127
6035,18,233,79,22,100,102,17,5,79,40,127
6036,6,2,20,2,2,2,2,62,6,62,127
6037,62,32,32,62,62,2,62,62,2,2,127
6038,1432,1432,3,2,3,32,12,258,258,68,127
6039,57,57,57,68,196,148,263,263,263,111,127
6040,111,111,111,1432,1432,1432,1432,103,103,148,127
6041,12,400,12,57,1156,143,57,68,32,143,127
6042,68,56,56,178,56,1133,135,933,453,1487,127
6043,933,135,1133,135,110,751,135,135,250,676,127
6044,135,751,135,135,568,135,135,135,135,135,127
6045,135,135,135,135,135,135,135,2,2,2,127
6046,3597,43,2,2,6,3,2,2,6,3,127
6047,2,139,32,32,32,32,32,12,43,57,127
6048,12,57,12,258,57,12,12,68,12,68,127
6049,22,233,100,102,302,44,79,22,102,100,127
6050,233,302,6,6,17,18,79,100,22,5,127
6051,233,233,10,40,100,6,6,79,18,5,127
6052,17,20,12,688,40,20,688,688,688,20,127
6053,31,688,688,20,79,79,12,12,10,1563,127
6054,1563,1563,1563,1563,12,585,12,585,263,148,127
6055,103,148,12,585,103,585,2,2,2,62,127
6056,2,62,62,62,62,62,62,12,12,400,127
6057,12,32,57,250,56,250,178,56,56,135,127
6058,453,135,135,676,751,135,22,17,751,5,127
6059,18,568,178,56,250,20,56,624,353,624,127
6060,353,353,353,1677,353,1677,353,568,568,3463,127
6061,568,110,624,178,56,1146,1368,1233,56,43,127
6062,2,2,6,3,6,3,2,25,25,25,127
6063,25,25,25,25,25,25,25,25,25,25,127
6064,25,25,25,25,2,25,25,25,25,25,127
6065,25,25,25,25,2,25,25,2,2,2,127
6066,4461,2,25,25,25,25,60,60,60,267,127
6067,3,61,93,93,93,93,61,553,61,43,127
6068,81,357,510,43,39,69,162,39,69,162,127
6069,69,556,220,220,220,2,43,2,2,139,127
6070,32,32,32,32,32,32,32,12,12,12,127
6071,258,57,302,233,100,22,44,102,79,12,127
6072,57,68,57,12,18,17,6,79,100,79,127
6073,5,22,233,100,6,57,68,10,100,40,127
6074,20,148,263,263,103,148,20,79,1891,1891,127
6075,1243,40,180,102,83,83,79,10,83,83,127
6076,79,83,1110,83,12,83,83,79,83,83,127
6077,79,83,83,83,83,83,79,83,83,12,127
6078,83,83,83,79,83,83,83,83,79,83,127
6079,83,83,83,83,79,83,83,12,83,83,127
6080,79,83,83,83,83,79,12,83,83,83,127
6081,83,79,79,83,83,12,83,83,83,79,127
6082,79,83,83,83,83,79,83,83,79,12,127
6083,79,12,1021,12,985,12,83,83,79,83,127
6084,83,79,83,79,12,83,83,79,83,83,127
6085,83,83,83,79,83,83,83,83,83,83,127
6086,79,83,83,12,57,83,83,79,83,83,127
6087,83,83,79,79,83,83,79,83,83,12,127
6088,83,83,83,79,83,83,83,12,83,83,127
6089,79,83,83,83,79,83,12,83,83,83,127
6090,83,79,83,83,83,83,79,83,83,83,127
6091,79,79,83,12,83,83,83,79,83,83,127
6092,83,83,83,83,79,83,83,83,83,79,127
6093,83,83,12,83,83,83,79,79,83,83,127
6094,83,83,83,79,83,12,83,79,79,83,127
6095,83,83,83,79,83,83,83,83,83,83,127
6096,79,83,83,83,83,79,83,83,12,83,127
6097,83,83,83,83,79,83,83,83,83,83,127
6098,79,83,83,83,57,83,83,83,79,83,127
6099,83,12,83,83,83,79,83,83,83,83,127
6100,79,83,83,79,12,79,79,79,83,12,127
6101,83,83,83,79,83,83,83,79,83,83,127
6102,83,79,83,12,12,83,83,79,83,83,127
6103,83,83,83,79,79,83,83,79,83,12,127
6104,83,83,83,79,83,83,83,83,83,83,127
6105,79,83,83,83,83,83,79,83,83,12,127
6106,83,83,79,83,83,83,83,83,83,83,127
6107,83,79,83,83,83,79,83,83,12,79,127
6108,83,83,57,83,83,79,83,83,79,12,127
6109,79,12,12,32,12,57,32,32,32,32,127
6110,12,68,258,258,57,57,68,57,143,68,127
6111,12,103,57,103,57,143,12,69,69,162,127
6112,3,61,39,2,2,3,6,3,2,6,127
6113,2,139,139,32,32,32,32,43,81,69,127
6114,162,69,39,39,2,2,3,6,2,2,127
6115,3,139,6,139,32,32,32,32,32,12,127
6116,57,57,68,68,12,68,110,12,110,111,127
6117,111,111,853,57,853,43,12,12,69,69,127
6118,162,52,67,15,72,15,1031,1031,209,1031,127
6119,15,2,139,52,139,32,52,80,52,32,127
6120,263,32,52,52,52,52,15,110,68,535,127
6121,57,12,2,6,3,39,37,23,80,12,127
6122,85,85,12,52,12,12,12,12,57,12,127
6123,12,12,12,37,23,23,12,12,12,57,127
6124,12,12,12,12,12,12,52,57,52,52,127
6125,688,52,688,688,31,5,72,15,400,52,127
6126,52,110,1993,32,80,56,56,178,56,135,127
6127,135,221,135,676,453,5,746,44,135,135,127
6128,746,68,139,400,32,52,80,32,263,32,127
6129,52,258,52,196,297,302,22,100,100,17,127
6130,102,79,233,18,302,79,233,22,5,15,127
6131,100,57,107,40,233,100,100,233,143,196,127
6132,68,20,31,32,56,178,56,57,6,10,127
6133,435,12,39,43,2,2,3,6,2,139,127
6134,2,6,3,32,32,32,32,12,12,57,127
6135,68,57,12,400,57,1993,68,68,143,32,127
6136,68,68,143,56,178,56,93,93,2,93,127
6137,2,3,6,2,6,139,3,2,139,32,127
6138,32,32,32,12,258,57,57,68,12,68,127
6139,57,68,3461,3760,196,196,12,302,79,233,127
6140,302,44,22,100,102,6,100,79,17,233,127
6141,79,18,22,100,5,10,6,100,20,192,127
6142,40,196,43,196,20,100,302,102,79,6,127
6143,10,17,79,18,5,40,302,100,102,79,127
6144,5,17,18,79,79,40,12,32,57,56,127
6145,20,178,56,56,135,135,676,135,178,56,127
6146,405,6,255,56,307,32,32,69,69,162,127
6147,69,68,68,405,110,57,12,143,68,110,127
6148,12,143,12,12,12,12,12,12,12,57,127
6149,12,12,12,12,12,12,12,57,12,12,127
6150,12,12,12,12,12,57,43,2,139,32,127
6151,32,2,2,2,1662,1662,2,2,2491,2491,127
6152,2491,2,2,361,728,361,2,2309,2,4142,127
6153,2,3439,2,80,67,67,574,3,61,93,127
6154,93,81,43,61,61,553,61,61,41,722,127
6155,61,61,3,2,3,6,722,2,6,3,127
6156,2,139,139,32,32,32,32,32,32,43,127
6157,2,2,6,3,6,2,2,3,139,139,127
6158,32,32,32,32,32,12,57,57,68,68,127
6159,12,12,57,68,110,148,110,12,111,111,127
6160,111,148,400,12,32,57,12,56,56,178,127
6161,56,135,135,44,5,43,135,93,93,93,127
6162,93,93,93,93,93,93,93,93,93,93,127
6163,93,114,114,566,114,43,114,114,114,93,127
6164,93,93,93,2,3,6,2,139,3,6,127
6165,2,139,32,32,32,32,32,12,258,57,127
6166,57,68,12,68,57,196,143,12,143,12,127
6167,196,57,12,60,60,60,60,267,39,93,127
6168,93,2,6,3,2,2,6,3,139,139,127
6169,32,32,32,43,32,12,258,57,57,12,127
6170,68,68,68,57,102,40,1891,1891,1243,180,127
6171,40,83,83,83,83,83,83,83,83,83,127
6172,83,83,12,100,302,22,6,17,102,18,127
6173,22,233,302,44,79,100,79,10,100,5,127
6174,6,20,100,40,20,79,6,10,79,79,127
6175,12,79,12,79,103,103,103,435,435,103,127
6176,79,196,400,12,57,12,68,143,1156,68,127
6177,32,143,68,56,240,240,178,56,435,93,127
6178,93,2,2,2,62,62,62,62,56,4398,127
6179,79,62,62,62,62,62,62,79,56,307,127
6180,32,32,32,32,79,258,68,103,12,62,127
6181,62,68,79,57,400,12,57,12,32,56,127
6182,143,68,240,56,178,56,79,79,39,43,127
6183,2,2,2,3,3,2,63,2,54,142,127
6184,54,86,54,86,63,63,2,139,2,139,127
6185,139,32,32,32,32,32,32,12,12,2,127
6186,57,2,57,12,12,68,3,68,12,12,127
6187,12,110,110,12,12,143,143,3,2,12,127
6188,143,12,148,103,12,103,103,12,4421,2054,127
6189,2,400,12,32,57,56,57,2,62,2,127
6190,62,62,62,178,56,250,56,62,62,62,127
6191,62,62,62,62,62,62,56,56,307,32,127
6192,32,2,2,2,3266,3266,32,12,12,12,127
6193,12,57,12,12,68,258,258,57,68,12,127
6194,2,12,12,148,148,12,2,62,62,62,127
6195,111,62,111,62,12,111,111,400,12,57,127
6196,1156,68,143,68,143,32,56,56,178,56,127
6197,307,32,32,32,258,12,57,12,68,68,127
6198,12,12,12,111,12,400,32,56,57,178,127
6199,56,56,2,63,54,54,63,54,86,63,127
6200,2,2,1203,401,278,1056,401,2164,278,650,127
6201,401,2164,1393,278,1439,681,1203,566,1502,53,127
6202,31,2774,576,278,1224,2164,22,2663,1200,681,127
6203,571,1203,1056,1200,278,278,401,278,705,1056,127
6204,571,401,705,1203,280,4265,529,278,681,209,127
6205,681,529,705,2,6,1203,1502,1203,278,53,127
6206,681,566,2663,6,1200,705,571,1200,681,6,127
